timestamp,junction_id,arm_id,camera_id,VPM,queue_depth,stopped_ratio,occupancy_pct,mean_bbox_area,max_bbox_area,approach_flow,time_sin,time_cos,is_peak_hour,hour_of_week,mean_speed_proxy,mean_bbox_growth_rate,label
2026-03-31T13:25:00+00:00,JCT02,ARM_SOUTH,JCT02_ARM_SOUTH,20,1,0.1091,1.31,15541.5,179747,0.81,-0.207912,-0.978148,0,36,5.05,0,NORMAL
2026-03-31T13:26:00+00:00,JCT02,ARM_SOUTH,JCT02_ARM_SOUTH,24,1,0.1771,1.15,13683,172897.3,0.93,-0.212178,-0.977231,0,36,4.2,0,NORMAL
2026-03-31T13:27:00+00:00,JCT02,ARM_SOUTH,JCT02_ARM_SOUTH,30,1,0.2058,3.2,21584.3,177868,1.36,-0.21644,-0.976296,0,36,3.27,0,NORMAL
2026-03-31T13:28:00+00:00,JCT02,ARM_SOUTH,JCT02_ARM_SOUTH,22,1,0.1846,1.23,13797.5,113592.3,0.92,-0.220697,-0.975342,0,36,3.74,0,OFF_PEAK_JAM
2026-03-31T13:29:00+00:00,JCT02,ARM_SOUTH,JCT02_ARM_SOUTH,28,1,0.3426,3.25,22398.8,183298.2,1.66,-0.224951,-0.97437,0,36,2.66,0,NORMAL
2026-03-31T13:30:00+00:00,JCT02,ARM_SOUTH,JCT02_ARM_SOUTH,28,1,0.1329,1.05,12460.3,157371.2,0.83,-0.2292,-0.973379,0,36,4.9,0,NORMAL
2026-03-31T13:31:00+00:00,JCT02,ARM_SOUTH,JCT02_ARM_SOUTH,25,1,0.1078,1.3,14246.8,156182.8,0.85,-0.233445,-0.97237,0,36,5.38,0,NORMAL
2026-03-31T13:32:00+00:00,JCT02,ARM_SOUTH,JCT02_ARM_SOUTH,28,1,0.3029,1.65,12528.1,90888.7,1.23,-0.237686,-0.971342,0,36,3.35,0,OFF_PEAK_JAM
2026-03-31T13:33:00+00:00,JCT02,ARM_SOUTH,JCT02_ARM_SOUTH,27,1,0.286,2.87,23264.6,183298.2,1.42,-0.241922,-0.970296,0,36,3.09,0,NORMAL
2026-03-31T13:34:00+00:00,JCT02,ARM_SOUTH,JCT02_ARM_SOUTH,29,1,0.1273,1.14,13468.1,157371.2,0.82,-0.246153,-0.969231,0,36,5.01,0,NORMAL
2026-03-31T13:35:00+00:00,JCT02,ARM_SOUTH,JCT02_ARM_SOUTH,24,1,0.1147,1.23,12944.8,156182.8,0.85,-0.25038,-0.968148,0,36,5.28,0,NORMAL
2026-03-31T13:36:00+00:00,JCT02,ARM_SOUTH,JCT02_ARM_SOUTH,34,1,0.1173,1.4,14529.9,142633.3,1.01,-0.254602,-0.967046,0,36,4.97,0,NORMAL
2026-03-31T13:37:00+00:00,JCT02,ARM_SOUTH,JCT02_ARM_SOUTH,21,1,0.1196,1.19,12811.5,156182.8,0.82,-0.258819,-0.965926,0,37,5.21,0,NORMAL
2026-03-31T13:38:00+00:00,JCT02,ARM_SOUTH,JCT02_ARM_SOUTH,27,1,0.1295,1.1,11977.5,111958.3,0.94,-0.263031,-0.964787,0,37,5.2,0,NORMAL
2026-03-31T13:39:00+00:00,JCT02,ARM_SOUTH,JCT02_ARM_SOUTH,35,1,0.135,1.3,13281.1,79711.2,1.09,-0.267238,-0.96363,0,37,4.93,0,NORMAL
