timestamp,camera_id,junction_id,arm_id,label,hour_of_week,VPM,queue_depth,stopped_ratio,occupancy_pct,mean_bbox_area,max_bbox_area,approach_flow,time_sin,time_cos,is_peak_hour,mean_bbox_growth_rate
2026-03-13T11:32:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,107,34,0,0.0947,5.21,43093.5,1149378.2,1.32,0.121869,-0.992546,0,412.6841
2026-03-13T11:40:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,107,27,0,0.0904,5.92,35932.9,990413.2,1.38,0.087156,-0.996195,0,74.3578
2026-03-13T11:41:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,107,40,0,0.1126,10.52,49890.2,1129486.2,1.83,0.082808,-0.996566,0,201.0414
2026-03-13T11:42:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,107,46,0,0.1307,7.11,39063.4,960458.1,1.9,0.078459,-0.996917,0,126.6848
2026-03-13T11:43:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,107,44,0,0.1099,9.33,42352.5,921720.0,2.03,0.074108,-0.99725,0,119.2688
2026-03-13T11:44:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,107,45,0,0.143,7.4,40159.3,960458.1,1.93,0.069756,-0.997564,0,143.3272
2026-03-13T11:45:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,107,46,0,0.1219,9.1,39805.2,926903.7,2.19,0.065403,-0.997859,0,101.9842
2026-03-13T11:46:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,107,47,0,0.0881,7.7,34742.8,673921.0,2.08,0.061049,-0.998135,0,51.9944
2026-03-13T11:54:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,107,41,0,0.0833,5.73,37722.3,992283.9,1.61,0.026177,-0.999657,0,180.2138
2026-03-13T11:55:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,107,32,0,0.0765,4.14,27617.1,495376.0,1.35,0.021815,-0.999762,0,105.7886
2026-03-13T11:56:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,107,42,0,0.0849,5.29,32119.5,880411.3,1.45,0.017452,-0.999848,0,122.4771
2026-03-13T11:57:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,107,43,0,0.0735,7.23,41285.6,1122519.1,1.74,0.01309,-0.999914,0,345.093
