timestamp,junction_id,arm_id,camera_id,VPM,queue_depth,stopped_ratio,occupancy_pct,mean_bbox_area,max_bbox_area,approach_flow,time_sin,time_cos,is_peak_hour,hour_of_week,mean_speed_proxy,mean_bbox_growth_rate,label
2026-04-07T08:30:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,19,0,0.0054,3.36,49268.4,373406.2,0.65,0.793353,-0.608761,1,32,8.46,1323.3206,NORMAL
2026-04-07T08:31:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,20,0,0,3.87,53157.3,361000.9,0.72,0.79069,-0.612217,1,32,8.67,1416.7563,NORMAL
2026-04-07T08:32:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,16,0,0.0119,2.83,50663.4,402099.2,0.52,0.788011,-0.615661,1,32,8.76,429.6453,NORMAL
2026-04-07T08:33:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,11,0,0,1.37,50390.3,381942.1,0.26,0.785317,-0.619094,1,32,12.62,0,NORMAL
2026-04-07T08:34:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,16,0,0.0007,3.03,53572.2,381564.3,0.56,0.782608,-0.622515,1,32,9.34,3019.0651,NORMAL
2026-04-07T08:35:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,11,0,0,2.24,50114,373396.3,0.41,0.779884,-0.625923,1,32,11.07,2497.9752,NORMAL
2026-04-07T08:36:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,18,0,0.0022,2.76,50383.9,400479.3,0.52,0.777146,-0.62932,1,32,8.8,1860.3312,NORMAL
2026-04-07T08:37:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,16,0,0.0038,2.57,38178.2,304338.7,0.58,0.774393,-0.632705,1,32,7.54,1156.0356,NORMAL
2026-04-07T08:38:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,10,0,0,1.42,50477.8,333725.6,0.26,0.771625,-0.636078,1,32,10.33,1146.9021,NORMAL
2026-04-07T08:39:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,11,0,0,2.12,56279.8,375047.7,0.37,0.768842,-0.639439,1,32,10.37,3066.0918,NORMAL
2026-04-07T08:40:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,7,0,0,2.02,68874.9,360119.2,0.29,0.766044,-0.642788,1,32,11.45,2477.0454,NORMAL
2026-04-07T08:41:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,14,0,0.0214,1.74,42067.3,406741.4,0.36,0.763232,-0.646124,1,32,9.5,7376.1972,NORMAL
2026-04-07T08:42:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,5,0,0,0.89,44549,326416.7,0.18,0.760406,-0.649448,1,32,10.56,2017.1829,NORMAL
2026-04-07T08:43:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,9,0,0,1.25,37877.5,357938.2,0.31,0.757565,-0.65276,1,32,9.81,2868.6503,NORMAL
2026-04-07T08:44:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,9,0,0,2.65,60051.7,420607.7,0.44,0.75471,-0.656059,1,32,10.82,2267.7801,NORMAL
2026-04-07T08:45:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,3,0,0,1.94,59738.1,360251.8,0.3,0.75184,-0.659346,1,32,9.27,1922.363,NORMAL
2026-04-07T08:46:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,13,0,0.0004,2.36,44875,407432.5,0.4,0.748956,-0.66262,1,32,8.59,1346.4138,NORMAL
2026-04-07T08:47:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,13,0,0.0009,2.97,48496,331107.5,0.59,0.746057,-0.665882,1,32,7.84,900.4583,NORMAL
2026-04-07T08:48:00+00:00,JCT02,ARM_EAST,JCT02_ARM_EAST,7,0,0.0385,4.39,66607.8,387289.3,0.61,0.743145,-0.669131,1,32,6.91,2759.0555,NORMAL
