timestamp,junction_id,arm_id,camera_id,VPM,queue_depth,stopped_ratio,occupancy_pct,mean_bbox_area,max_bbox_area,approach_flow,time_sin,time_cos,is_peak_hour,hour_of_week,mean_speed_proxy,mean_bbox_growth_rate,label
2026-03-15T12:51:00+00:00,JCT01,ARM_SOUTH,JCT01_ARM_SOUTH,19,1,0.0376,0.96,14786,187380.9,0.5,-0.220697,-0.975342,0,156,5.07,0,NORMAL
2026-03-15T12:52:00+00:00,JCT01,ARM_SOUTH,JCT01_ARM_SOUTH,22,1,0.0309,1.4,20215.6,184389.1,0.52,-0.224951,-0.97437,0,156,5.43,0,NORMAL
2026-03-15T12:53:00+00:00,JCT01,ARM_SOUTH,JCT01_ARM_SOUTH,23,1,0.0344,1.18,16190.8,170610.5,0.58,-0.2292,-0.973379,0,156,5.3,0,NORMAL
2026-03-15T12:54:00+00:00,JCT01,ARM_SOUTH,JCT01_ARM_SOUTH,23,1,0.0334,1.22,16343.6,151571.3,0.59,-0.233445,-0.97237,0,156,4.89,0,NORMAL
2026-03-15T12:55:00+00:00,JCT01,ARM_SOUTH,JCT01_ARM_SOUTH,24,1,0.0551,1.23,17178.5,161240.5,0.51,-0.237686,-0.971342,0,156,4.86,0,NORMAL
2026-03-15T12:56:00+00:00,JCT01,ARM_SOUTH,JCT01_ARM_SOUTH,28,1,0.0132,1.28,19115.8,172435.1,0.56,-0.241922,-0.970296,0,156,5.62,0,NORMAL
2026-03-15T12:57:00+00:00,JCT01,ARM_SOUTH,JCT01_ARM_SOUTH,15,1,0.0509,1.33,26264,247113.7,0.42,-0.246153,-0.969231,0,156,5.45,0,NORMAL
2026-03-15T12:58:00+00:00,JCT01,ARM_SOUTH,JCT01_ARM_SOUTH,27,1,0.2305,2.57,17394.3,228044.6,1.06,-0.25038,-0.968148,0,156,3.39,0,NORMAL
2026-03-15T12:59:00+00:00,JCT01,ARM_SOUTH,JCT01_ARM_SOUTH,31,1,0.0546,1.93,19926.1,174675.6,0.92,-0.254602,-0.967046,0,156,4.45,0,NORMAL
2026-03-15T13:00:00+00:00,JCT01,ARM_SOUTH,JCT01_ARM_SOUTH,23,1,0.0595,1.29,18911.8,155775.7,0.61,-0.258819,-0.965926,0,157,4.75,0,NORMAL
2026-03-15T13:01:00+00:00,JCT01,ARM_SOUTH,JCT01_ARM_SOUTH,28,1,0.0512,1.53,16187.8,191523.7,0.83,-0.263031,-0.964787,0,157,4.77,0,NORMAL
2026-03-15T13:02:00+00:00,JCT01,ARM_SOUTH,JCT01_ARM_SOUTH,19,1,0.1075,1.26,14933.8,156155.1,0.54,-0.267238,-0.96363,0,157,4.38,0,NORMAL
2026-03-15T13:03:00+00:00,JCT01,ARM_SOUTH,JCT01_ARM_SOUTH,24,1,0.071,1.38,18624,210400.1,0.56,-0.27144,-0.962455,0,157,4.94,0,NORMAL
2026-03-15T13:04:00+00:00,JCT01,ARM_SOUTH,JCT01_ARM_SOUTH,23,1,0.0207,1.14,18857.5,182544.3,0.56,-0.275637,-0.961262,0,157,5.25,0,NORMAL
2026-03-15T13:05:00+00:00,JCT01,ARM_SOUTH,JCT01_ARM_SOUTH,28,1,0.0707,1.44,13634.3,135471.1,0.74,-0.279829,-0.96005,0,157,4.23,0,NORMAL
